Code Smell,Project,Package,Class,Method,IsSmell,SeverityLevel,Severity,ATFD_method,FDP_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,CDISP_method,AMW_type,ATFD_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_type,NIM_type,NOA_type,NOCS_package,NOCS_project,NOMNAMM_project,NOMNAMM_type,NOM_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,NOM_type,AMWNAMM_type,NOCS_type,NOM_package,NOMNAMM_package,LOCNAMM_package,LOC_project,LOCNAMM_project,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Long Method,Jellyfin.Server,Jellyfin.Server,CoreAppHost,GetAssembliesWithPartsInternal(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,33,4,68,0,0,0,0,0,4,0,0,20,10,0,0,0,0,0,0,0,0,0,0
Long Method,Jellyfin.Server,Jellyfin.Server.Filters,FileResponseFilter,"Apply(OpenApiOperation operation, OperationFilterContext context)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,39,33,0,68,0,0,0,0,0,1,0,0,4,3,0,0,0,0,2,4,3.2,0,0,2
Long Method,Jellyfin.Server,Jellyfin.Server.Middleware,WebSocketHandlerMiddleware,"Invoke(HttpContext httpContext, IWebSocketManager webSocketManager)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,39,33,0,68,0,0,0,0,0,1,0,0,13,2,0,0,0,0,2,2,2,0,0,1
Long Method,Jellyfin.Server,Jellyfin.Server,StartupOptions,ConvertToConfig(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,33,1,68,0,0,0,0,0,1,0,0,20,10,0,0,0,0,0,2,2,0,0,0
