Code Smell,Project,Package,Class,Method,IsSmell,SeverityLevel,Severity,ATFD_method,FDP_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,CDISP_method,AMW_type,ATFD_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_type,NIM_type,NOA_type,NOCS_package,NOCS_project,NOMNAMM_project,NOMNAMM_type,NOM_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,NOM_type,AMWNAMM_type,NOCS_type,NOM_package,NOMNAMM_package,LOCNAMM_package,LOC_project,LOCNAMM_project,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Long Method,Jellyfin.Drawing.Skia,Jellyfin.Drawing.Skia,SkiaEncoder,IsNativeLibAvailable(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,24,17,31,0,0,0,0,0,20,0,0,31,24,0,0,0,0,0,2,2,0,0,3
Long Method,Jellyfin.Drawing.Skia,Jellyfin.Drawing.Skia,SkiaEncoder,"GetBitmap(string path, bool cropWhitespace, bool forceAnalyzeBitmap, ImageOrientation? orientation, out SKEncodedOrigin origin)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,24,17,31,0,0,0,0,0,20,0,0,31,24,0,0,0,0,5,0,0,2,0,3
Long Method,Jellyfin.Drawing.Skia,Jellyfin.Drawing.Skia,SkiaEncoder,"GetBitmap(string path, bool cropWhitespace, bool autoOrient, ImageOrientation? orientation)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,24,17,31,0,0,0,0,0,20,0,0,31,24,0,0,0,0,4,0,0,2,0,3
Long Method,Jellyfin.Drawing.Skia,Jellyfin.Drawing.Skia,SkiaEncoder,"ResizeImage(SKBitmap source, SKImageInfo targetInfo, bool isAntialias = false, bool isDither = false)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,24,17,31,0,0,0,0,0,20,0,0,31,24,0,0,0,0,4,2,2,0,0,3
Long Method,Jellyfin.Drawing.Skia,Jellyfin.Drawing.Skia,StripCollageBuilder,GetEncodedFormat(string outputPath),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,24,5,31,0,0,0,0,0,6,0,0,31,24,0,0,0,0,1,2,2,0,0,1
